1
50000 50000
34584 16370 23809
4391 28915 6502
12 15594 37573
26978 21131 84810
17902 49716 866
14726 7974 89033
18967 23657 86332
41961 45803 40497
11104 35889 15695
8672 6734 58810
7354 41196 90167
19223 39020 15973
7100 18317 67042
15594 38773 6249
40810 6963 36001
34937 15860 61510
30846 49968 20067
43416 29268 94641
35255 25953 11719
4157 5741 52099
21646 1666 66857
19677 25712 40184
11434 25568 94113
39909 11075 12774
32327 33676 53470
28038 11319 40113
17853 40093 43245
14668 395 96933
40739 21293 39168
20813 35334 18806
22684 27329 11335
8654 3924 78910
43357 48363 22494
220 9496 41685
39722 632 11255
47348 29909 35250
41260 15848 51888
351 31713 79881
1649 10205 58294
45715 4268 51612
33744 25024 13465
2878 36319 65673
28159 12024 44261
22425 4926 80839
13689 25365 93227
18380 21356 4688
37104 4538 40886
12060 21118 24967
49975 26713 75601
27093 38320 65132
34543 33035 27047
10530 36673 94938
11460 28558 68842
1245 4535 88610
282 5399 23832
9046 29947 85547
970 25756 85333
6798 30440 24689
16685 46795 20495
26214 43992 79405
34342 44040 51115
8545 41525 97088
3066 10124 60442
7619 28040 88935
48653 21512 97844
6925 21954 51174
9729 17302 5534
2199 19102 53561
34555 6296 9517
29575 36010 76839
2856 30246 20087
42961 5062 53138
25597 6539 46584
40896 10779 95853
5897 45972 90060
32365 30450 44653
2303 1492 29380
20027 16414 68847
10217 9231 49057
16433 21604 96217
10963 25444 49929
18922 26342 34209
4000 19774 93877
42380 48216 80712
23087 43947 38343
9953 7617 30378
6808 5246 72433
10666 21924 80959
34853 877 13391
24475 8877 1960
3322 41508 38428
23152 34868 74418
44373 12161 61903
2047 45405 1920
27234 16253 87082
38123 16768 95856
19034 31130 49237
31188 5068 30769
28525 11431 73386
25139 23025 22117
7481 5185 41787
10451 26166 75392
23851 45908 98884
5668 10760 47084
485 2888 84271
49756 48232 40423
36916 36743 52337
23664 39975 55430
13292 16835 1228
48402 13704 34413
19163 43764 35338
39596 42332 5774
13608 22546 26035
44546 24431 54905
21129 5453 49786
13491 11030 54809
6574 11736 13866
17171 5793 17689
33765 47196 33235
37933 19697 71698
33977 44815 4795
40617 5302 95000
3468 49949 21121
14620 8710 40816
43555 10244 68767
33359 3336 96167
34001 30564 58482
10684 33902 27326
821 48313 38417
33959 7729 43903
9239 41592 12501
7316 5247 80098
44670 30924 83046
30231 27770 94585
44185 33059 25773
13495 14857 32095
13947 32634 18367
6291 31545 18551
9310 42352 86071
39673 18324 88338
37784 19807 81157
37816 44788 88611
16026 47752 80762
7899 38193 99206
42460 44817 57385
35165 2056 6888
48799 34125 34534
23413 10493 45442
41739 1593 94568
32994 36798 6165
46554 5742 71625
39060 48102 25673
6750 30738 75927
47177 2000 75004
35163 5384 7968
14052 8430 97565
17134 8373 84166
4130 13573 39658
38661 27403 4665
3072 33434 41392
20564 7552 56132
12415 41373 89521
31981 41874 43287
29904 23695 32581
10216 47754 77649
32713 47786 57197
3432 5893 96072
41245 3501 19356
45311 4268 7667
13353 42212 56170
8875 33792 30067
29347 34299 67876
4148 31194 46826
15274 3328 65575
2086 37711 78487
31143 6568 93031
19847 14665 77604
31435 2416 37828
19038 3779 42271
17327 38022 47792
935 21867 95658
32858 46635 21101
14039 24741 55604
20663 9701 55582
9209 1461 6257
42355 32296 19671
1155 45317 66151
43959 13656 8159
30124 29227 25502
1106 6755 26002
24742 17998 11696
26485 4206 21103
39407 9709 85460
43173 36559 46260
12897 8968 14406
2829 26841 6210
7715 35080 84131
22725 15687 46787
29676 38788 65416
10848 14946 60322
35530 23949 83884
36214 2227 16338
36869 14452 87602
19542 25660 56387
5898 1020 4497
31892 24102 41388
39432 17540 42433
22016 3004 74922
20462 39748 19727
3951 30696 77978
25977 28621 98452
37902 29914 61769
26868 22831 6895
4163 45319 31549
45053 40891 74140
28450 8417 31220
19475 14916 1532
36228 16437 94330
46156 2435 90916
35422 42063 68909
26680 16139 2536
45801 1051 22238
30253 47039 24531
30778 36852 26954
2987 8374 71328
34299 40414 94037
8453 24815 69759
40268 11600 71097
2549 36438 39009
45905 34441 42351
27392 20193 10392
14801 45226 8997
17615 17528 54806
14023 47289 19374
39427 26147 12700
529 19149 43136
12029 25811 16171
15435 21860 83382
37733 38743 40902
17760 44908 59114
16229 38484 80797
37388 14922 77260
25341 29760 13770
32780 38895 72388
16046 23101 79603
7279 43115 73458
7655 48033 71348
45390 40665 84300
39643 17154 94229
3256 24286 39079
16235 13496 60892
14927 6221 12902
38818 27413 29308
42808 6726 66489
30589 21887 56377
33731 48336 33170
18635 14369 70610
41201 37269 3115
49449 14050 56848
32725 17499 69563
32801 21896 47337
20347 34026 86700
34978 15133 71146
5661 37076 23030
3990 49432 10235
37155 10590 21305
2098 29584 26507
38270 47809 52017
38216 19133 68542
26293 47510 46323
20858 4663 81111
9915 5574 44731
2629 6934 76267
21782 40828 49868
47087 20977 47771
45162 42238 17962
42160 625 35608
3042 3951 6771
4490 37852 52964
23961 6537 18516
43027 11660 25752
31374 32431 88374
22921 8974 28912
15758 2495 75447
4590 38585 24305
47100 13942 45036
32940 5923 45686
39034 17994 51472
24800 242 2874
37986 46005 74661
36189 28378 65502
19323 10647 64027
31292 6809 91147
12378 39311 48692
15344 48793 13298
32703 43665 37352
12907 45295 24208
14908 20895 8877
3083 23264 81000
40124 36812 24776
37150 20918 80030
38004 44862 76477
25936 29854 88064
33463 24132 93041
23504 5173 94935
27836 28932 16194
11570 48522 34731
17787 27619 72728
35852 41213 17771
559 14895 75612
43512 2706 66461
41214 22951 14496
18640 2966 62406
23037 14776 27651
33546 5826 46719
11081 38093 4849
48571 5482 84296
4339 28347 63165
13346 11534 96291
9013 16757 19333
44425 22048 84435
28919 13909 98705
21676 12659 77745
8772 33964 31730
29759 9376 46135
19322 48698 41379
34895 10863 9806
10824 2006 92804
30552 31189 24809
15139 41169 28037
11669 38158 12049
27003 46099 47936
6534 11013 34525
36825 20043 21749
5407 22960 25253
22926 11905 3906
11465 26298 95625
7337 21191 50024
27713 26790 5567
22953 30982 8743
20562 45624 87543
38344 3332 10508
28154 583 32322
5510 4859 21431
5424 32131 66232
22014 17048 54439
6122 3539 24126
30848 28587 91366
14861 10529 73249
4747 2243 62396
3691 34595 26964
26643 8188 65961
41579 44848 75291
28944 21469 63488
35443 44690 98236
40640 33225 58751
10049 25422 54428
36491 40257 77895
15736 19910 77057
3980 33121 73238
47097 33776 45096
26360 47493 11183
4467 7283 99160
25762 48638 89356
46172 15300 67888
15978 6147 81684
2860 22871 45046
40722 49898 91640
19953 9043 97977
27883 41957 26069
33760 26353 94701
15973 3179 97355
29495 20689 43677
25732 36060 6473
4442 11453 93038
25119 21439 54460
4519 18657 2917
10979 46805 7400
32443 26452 92298
32441 35195 62061
41465 37903 79571
38479 23653 24534
35098 39652 43640
14256 16034 52239
37135 31352 5725
5498 22376 7471
41371 16592 23181
721 38698 57782
24451 10985 84949
48464 23803 17565
40378 40778 4124
28204 45284 20929
39595 26354 61751
31422 49411 67893
12912 4527 21750
22290 20716 39030
38076 16273 42114
37104 17760 83654
13017 49357 18608
4629 18366 19169
35994 35331 73755
24000 24345 88746
16099 28027 7432
6919 36797 33378
31292 11789 91229
9143 18940 66117
2146 9388 14352
35255 27533 82127
2379 45566 97955
1149 37698 19564
2208 15598 63635
11680 37043 53173
48597 3379 97904
38043 4978 86052
26985 2990 68962
36394 31210 64537
25283 7461 15816
25605 32550 58355
17092 31823 99471
12127 30944 53323
26020 10986 96592
33878 28069 98502
26670 6369 20306
3676 33553 48560
44585 8475 81712
20206 38454 21377
48589 33311 88665
378 43108 3176
43135 31909 43094
47402 27812 66798
7634 44422 16921
41287 4589 97795
12487 7117 52320
22759 5962 41250
43792 38453 69299
36083 41712 74483
46515 45470 45060
19261 25664 18427
41273 9538 51398
42242 29856 38243
18462 12194 61998
32324 1619 56686
23928 39603 38934
1891 13083 51909
28607 1563 20556
17253 38886 525
32552 3117 42615
3084 13777 28613
2355 38470 88685
42000 31703 67384
39318 22124 68808
43019 3991 75314
18303 17164 82276
42260 46523 84651
36340 45459 76420
26534 36595 88529
6767 4256 59565
49635 27802 24818
30582 26078 12701
17752 267 73780
34072 20234 10114
36480 13397 55171
14928 10274 73249
11701 7165 50209
1724 13636 80035
35749 29189 68578
16999 23347 57148
11509 32630 90690
29612 2229 80428
36360 32944 54164
4592 23485 41380
31648 42668 87184
48835 46741 69528
30470 32378 59914
10059 40982 98137
26202 48136 71697
3679 6380 86884
17954 36994 26025
1165 39195 9869
40868 16817 56738
39032 27128 88690
17525 36662 70171
10918 28564 21407
18548 38276 54695
7934 49451 11941
36994 41777 10073
10610 4317 36777
49271 32229 22371
44075 8346 75098
13142 40355 72901
47893 49826 8450
21024 35651 79776
3802 14643 85854
8141 9654 17599
13800 7553 32018
21052 47371 38660
10942 35624 16965
27973 27709 1953
21398 19579 38386
12932 14137 3194
6213 44368 41371
26726 40397 89139
48414 27864 41909
23026 46975 73699
32084 22257 20977
44851 48859 53120
39821 27295 23724
1496 15283 50254
44520 11356 2563
32605 22360 83387
2336 33299 19114
45813 30079 77157
41640 3381 89363
41783 21865 49584
33261 3228 50926
7607 13175 24001
7141 36578 716
5492 4751 47793
49001 25689 43589
48509 15076 50503
29572 44987 58772
49148 1016 12962
21184 12143 85838
12502 38575 4850
24632 21566 72812
20963 34314 15926
2199 9477 10456
10804 9375 92061
29128 13850 76899
12910 3901 35506
25598 308 49011
1945 9560 9465
16531 27822 81686
20128 14612 88534
3651 23797 42513
33561 28529 73845
31120 30476 52443
12240 9800 72824
41821 33043 44210
7002 38964 72046
27819 27084 52877
24215 38444 77008
16236 22988 1611
12964 33429 51117
23616 25231 51481
17075 46431 42393
29016 2232 42365
7466 17533 77246
12647 39700 4013
5523 46492 218
22619 29958 92946
40974 27973 27413
48362 30869 31094
48327 48118 42321
31044 3319 65144
23854 41827 20257
48764 26544 20227
27409 48734 56607
38711 47342 25833
43210 39571 87276
3715 36766 94447
3568 12283 91187
4880 11939 71428
23189 45057 70818
33204 18458 52587
11479 36342 71683
40526 7870 3943
42197 29596 31582
39390 16017 48018
5240 9603 54605
30497 25134 34764
6979 36372 35898
2767 17070 82151
20830 22672 79198
46109 4764 45846
38227 665 46341
49620 40577 53369
47564 44786 42100
24759 18411 87881
28522 85 68995
10275 22759 46844
14314 22032 28837
22486 10289 85010
4546 7061 26216
4527 24346 7703
27081 3299 47299
39824 25754 16047
34571 8005 1820
24988 24975 44581
13284 49872 78364
32645 22671 30346
19664 20562 44894
27182 10260 90303
7528 7023 27396
39928 44246 80883
19625 8024 38535
35652 13459 21124
28100 11150 68838
5898 32096 75279
15583 12164 34259
35995 40627 78793
48541 46944 11759
36475 20036 77073
47461 17924 9927
35879 44995 80630
697 34517 83969
94 15481 15106
32974 37841 91189
608 13950 96471
4399 3303 79742
33320 35423 82696
47784 7698 92605
30555 14481 80553
13633 19063 44932
6644 47586 27023
7382 25955 4888
36976 22720 68890
46731 8138 23889
20764 11688 37941
44801 10502 67754
47882 11179 57600
49071 33204 58566
40983 705 23869
27877 22262 90913
33509 7542 12513
36376 30592 74213
5729 26348 20738
31387 15859 64692
33105 42150 7827
2626 40741 96584
46490 9839 84110
30679 17719 32668
39761 20398 38708
42782 40925 5660
19185 43309 50076
33573 32617 19506
28997 19647 38152
17765 22968 8475
42372 48221 79590
24317 39210 10699
4992 30811 7315
25513 34338 60977
35486 14955 51184
19922 18429 79945
22195 48923 13433
39555 4206 86103
104 1119 47319
38642 34150 13251
2345 11053 94541
42352 49688 9099
33974 18520 87910
40983 5845 34018
10127 29324 18952
37758 28844 34258
40627 17240 86049
39481 20614 94947
30058 44979 82133
10926 31608 81170
32451 9972 31532
4481 20827 86665
30991 30076 51780
35705 36480 42556
16998 5808 19053
27576 12552 28583
26476 34781 66205
27535 14079 83433
14187 1557 47603
30130 3730 27783
38346 14483 40384
3861 14287 91359
21762 8958 75256
38277 34800 24379
5458 26465 10085
49384 5293 72480
35692 36807 40156
41580 1167 62096
33049 12261 66783
4171 11172 91582
12839 4350 30200
17274 33264 81432
20434 48368 63555
34632 25562 19914
25219 12814 92498
25275 20529 65077
22937 24470 70558
26253 16185 20030
49469 6177 62761
19927 46663 17205
1542 24611 63586
7881 19412 17221
35577 13222 32807
36926 12098 22870
17644 23409 93443
15719 22684 15101
13396 48563 66067
26352 34608 77281
41883 48765 25825
45483 24193 47980
26348 29138 31711
38181 2261 64717
16698 12287 27705
46042 33283 27129
17680 48586 32319
33847 32670 15991
15845 7897 41759
41374 7114 76454
29066 34770 75237
47883 4661 40237
9725 5428 28890
46325 21049 79790
22468 14013 20781
16024 10499 97364
23562 42216 63939
8337 12860 75682
18919 21929 44260
18023 35194 65360
12187 3958 55146
40338 48518 99394
13760 8235 35445
45143 26666 47965
27172 30909 80047
13806 11174 51796
4176 5911 2756
33103 12874 50738
44943 44878 79258
1258 32490 44448
29301 27817 77744
4278 39095 14428
17774 32699 49548
35603 23573 91169
27450 2071 85543
5134 30954 27784
21084 21143 45039
19898 30336 72802
48774 39609 62870
8002 10736 1417
1592 25326 54503
6042 14906 69998
44706 10471 12574
20808 33515 22878
29216 25502 19412
19832 9173 40468
44903 43989 14139
25040 31813 27178
34954 7122 11111
18485 43226 22024
45877 25361 35235
36620 41866 99657
17328 11737 70088
4577 8879 46563
43578 45160 86011
35234 29247 124
201 49365 58462
26915 47660 67535
39470 17021 2267
28190 37542 75457
21362 12291 39389
44503 17884 13995
33426 1945 55272
14259 1191 49154
525 20049 6094
47085 28162 57034
39810 292 57571
7968 43686 79316
31444 16435 19338
21220 5564 3688
12060 35538 93005
24187 49136 81790
25902 13042 72611
2378 11895 52899
2749 21144 88967
30589 19168 80719
36936 24913 69944
3202 27068 63681
47267 31638 14671
32357 49472 11485
13298 19600 75136
2662 19388 44967
25676 15048 39095
6346 39834 79327
22164 1865 71333
46241 15950 69125
10636 31787 72301
35147 35347 87261
42625 5654 27833
22812 18503 21173
13858 46444 23344
22550 18312 43876
31947 28689 83596
3109 26850 82533
27500 21489 99517
36674 34010 43099
16556 19968 5441
24582 18577 12546
25304 20695 63593
21848 4943 86918
49145 216 43569
38746 4419 94764
20543 19548 49746
24103 4309 57826
38246 18563 64690
9439 3395 4141
25116 24476 88524
35356 9679 58263
17009 39984 95208
27814 26239 89237
5132 9972 64597
25943 5618 27477
8335 13786 37298
19431 35389 11303
41600 8188 36684
7261 40106 7234
17412 49331 69364
33237 29908 69534
33486 6173 38189
48365 41589 18267
28305 42132 95765
49377 23715 73065
8139 1721 28384
13241 48919 75304
45367 2252 805
17780 1104 57362
9879 48756 7280
10172 387 8327
32815 1496 31660
4250 48426 13878
10537 33902 636
20149 3417 64623
7915 38647 1229
35088 7571 77346
34148 18771 81066
24276 31770 70426
46511 49751 94588
43539 14599 6770
47731 23358 33467
19897 22818 27255
27872 43893 52694
29617 34625 65888
13907 15118 10443
43747 32877 30589
22264 16493 88315
11723 4534 19684
2650 29529 43478
5285 38426 47417
46099 23662 27590
18860 35422 12396
25883 30581 83586
2521 23040 24756
16725 5062 95395
2938 44766 45394
32102 32888 98216
38522 22829 74484
43389 7363 19344
10370 38567 93888
16833 13479 65836
17643 2960 47446
1080 45531 29808
13041 4181 78930
48134 28036 9760
31956 17468 505
27626 23006 22794
49404 24556 87457
46338 1911 42985
32081 8848 56300
48634 26423 4403
49245 38126 8717
1013 36284 59607
40509 41399 90638
26007 12269 69522
11872 35618 99181
15536 30159 81289
20800 15179 85310
38691 10659 27825
28892 20023 55161
25301 3542 82666
14454 36205 35748
42555 350 37546
2311 46555 81059
14138 27902 59645
22059 11073 35059
2231 5536 66304
27107 36008 80084
1923 48221 73350
21388 45519 65438
46023 2903 48488
33833 20968 12098
9718 42455 15352
17240 47641 5775
32457 47746 89720
7664 38389 94349
21677 34791 34708
7471 43926 60222
41827 11003 20444
4119 40712 90375
5270 33606 87678
16591 38116 56554
7248 12039 17874
38957 34591 36558
20901 665 89606
5580 22410 15871
22045 17211 44265
35851 16235 72022
39583 19191 77598
30446 48857 5998
28313 23194 1284
10986 28875 48412
30964 121 74876
10398 9886 4400
46130 1413 27512
40870 2851 59143
24591 40214 56922
14117 5470 83918
46274 6935 25582
31568 2695 57509
32930 33745 78518
22096 29467 28849
38141 43442 3933
1173 19892 79435
2711 45491 25082
38102 11552 55211
42213 32951 35707
30516 40113 43233
3613 14129 69142
35829 46108 93031
19131 44173 37153
4082 24057 83679
2685 9279 29661
40470 7863 57229
26491 48956 63953
12329 41286 17644
22846 26464 87697
22154 47242 46201
3436 47238 94562
40045 25216 17783
48897 7360 55026
42581 2782 24855
7881 18376 33163
19383 9130 42292
13329 10159 40809
27494 30966 4330
16658 28962 24171
36227 42744 39306
49691 3373 95908
3374 40438 24381
40151 46719 12060
26599 31565 56108
6200 38809 3036
9433 34146 15769
30146 5160 94058
19020 26765 98009
41317 12977 19723
37681 39019 39606
27234 45971 83953
7951 40699 46590
43452 48520 20729
37962 48355 15799
9242 44627 65786
35301 38213 29822
22676 29056 38573
30078 10534 44840
12572 34828 78792
48117 15059 15766
40886 37196 57662
33765 25575 50138
5450 32688 15885
40601 19630 29244
18788 13090 26433
4174 33954 77379
46833 22417 98456
47145 7944 1447
42249 35247 4075
18084 30842 9597
17106 21140 38667
1235 11309 2054
35630 22813 72605
10166 29837 82667
16058 48724 17939
47079 19043 7431
37606 8511 87630
24428 47777 67553
36632 29767 62597
2182 5644 76950
40908 14459 32385
9292 21980 61325
11420 43646 71892
35516 21022 13869
24518 39880 85901
23143 30967 73676
3386 32634 2304
31080 18000 21737
42478 12383 73822
20462 44870 44409
41012 12937 35569
13807 18319 46192
2963 43935 90185
16991 39009 94086
38514 9245 73606
46449 19561 10943
3462 15492 56405
1971 11383 72208
3799 41253 71437
18678 47839 30911
3378 16086 34675
8122 48838 29113
12955 43659 16756
5159 34990 55651
48484 3604 1298
34704 24573 8091
4374 9395 35849
10018 39312 18174
10357 11419 25109
19054 42837 60868
16719 49935 3467
21439 7846 21564
3360 32815 32627
32058 20777 14948
21403 35799 23863
45013 47792 8267
31948 22438 7898
27512 31127 71646
9204 1408 25718
20127 44220 43424
2902 17200 8124
38665 20665 88520
11108 33282 68804
35230 21210 76688
6440 28816 38887
44161 39058 42398
10712 48634 82815
13038 22046 43102
49673 16925 60889
28898 45588 66689
24806 23052 58538
14318 32835 57201
16146 38695 12897
21788 41898 77947
28615 14291 63366
26834 45379 94780
46255 10425 93250
26297 16883 48598
20043 5684 73081
40662 4160 52802
33102 25301 37960
9386 24586 39169
4780 28917 15993
36111 32237 62561
30797 35271 56832
44465 47885 35500
28326 42344 49189
14559 24145 51316
15121 2096 8057
8221 18709 21851
6913 10025 17975
23898 9985 49926
40452 19677 74408
25060 13061 55785
37374 22881 14004
16566 46026 61774
47867 38825 39477
7351 16862 87182
2452 36489 87361
39712 45134 64524
19509 15999 2696
45670 36214 15468
18071 12894 85504
35403 41176 37441
44836 47717 25885
30702 24950 97195
7313 33011 57719
3347 14904 58802
12058 16973 88385
9835 24956 34399
843 12536 81662
22263 36211 14418
6385 44060 2041
22088 11254 9316
2604 14597 51712
40968 47355 66497
32964 38620 31574
44246 29872 35907
14537 22954 35427
1916 24395 55274
8263 16266 46160
19392 40195 23764
12761 22997 87030
31533 23075 23195
17710 37334 8548
11049 41903 99260
37407 26387 43319
24066 12109 74625
34709 5978 39530
44456 32630 60908
1447 33985 59949
40453 33099 37341
19307 39098 17868
46551 3648 13876
3002 43797 90568
38674 42558 37341
21958 12479 27220
14322 2916 89714
21948 31579 44722
74 23047 24055
12033 33936 41451
10205 17040 95561
36444 15780 1102
42453 30910 60310
30894 10847 32103
48974 33173 20229
33923 36210 87216
28872 209 46214
33775 32927 37898
23654 22563 85484
11088 33359 15582
17457 47787 69316
14147 42508 11106
37945 17604 72785
13598 15763 29002
40805 39159 13209
8647 42345 64415
7143 46799 2890
28757 15247 97741
30780 13960 43874
12345 27825 46527
42342 3183 40474
7099 7031 19720
40283 18664 52138
7181 33117 56222
31600 13344 52796
1409 48470 53069
38596 44901 76078
38276 14482 62612
11352 9221 47053
25957 41619 93138
12388 4382 37547
1061 33962 76775
16027 8501 20772
18419 37463 78540
5812 43847 44747
37245 48075 44054
28890 17321 479
42555 13451 28140
5101 36481 56707
46584 30325 99724
1048 14057 54589
15484 31881 86634
25182 39863 79457
30448 10785 11118
36919 37451 54546
17062 30147 23992
39263 16363 96335
22686 11416 80727
22169 6119 71364
42074 22711 545
43139 13152 56110
48373 40844 55917
7991 42661 65943
9758 16294 3736
28581 39834 36434
7094 19258 28411
6271 3985 72543
24711 42874 54775
17038 29240 18668
1191 25571 2857
27951 20230 40115
11432 19849 29644
15455 5513 19731
21142 37151 82898
23863 26760 19026
43686 10212 93734
31171 33496 92641
45266 10580 76527
41367 3052 85544
25754 45208 47361
14036 32180 41056
4233 44920 92781
15091 8487 49330
15941 29768 82986
42028 35064 7066
28868 16143 74645
3296 29684 75719
41260 38002 99443
19567 20798 86065
33039 17647 93249
32537 33351 266
25444 562 57727
17715 39378 32300
10674 5830 43061
2216 21502 79109
30276 45775 32876
10360 45681 64548
16335 34415 29156
48604 7888 65847
14964 38757 38569
28859 10124 84798
5751 42870 42772
35127 18942 93474
37073 43337 90212
6961 41362 99876
18941 1688 58786
42735 13260 55777
20984 32205 28502
14564 9353 26948
25327 40265 77908
29097 23526 6605
1286 11227 32086
32630 593 9420
39093 181 6530
36096 12675 9073
1049 9581 70928
28101 39697 72310
27514 15530 8469
34949 9768 50721
41003 31440 55466
2530 47900 48024
40692 33378 16294
3218 49134 54019
42437 16253 76845
41197 32086 96697
38200 45368 81587
18798 32257 30140
44537 41865 35148
38120 34950 75762
24818 5922 44695
7937 9656 11820
20658 32055 12370
13989 7288 95744
29460 14657 80910
47912 20200 23167
29635 86 92160
33149 39533 37637
19656 41362 87348
12301 33658 29519
10769 16182 11510
21817 49019 28646
43007 38611 19353
23092 42765 20613
11754 1759 86988
39811 35123 77004
2257 39242 70463
26210 13418 55841
22697 9802 49972
14423 45243 93764
28327 37249 98593
29782 17117 13732
18394 20861 90941
17990 14638 98555
28279 16403 92692
27580 18979 81558
33690 18568 23188
35682 34403 66865
43994 24961 80583
29939 18442 33400
15755 17245 48622
44190 39743 93776
43540 4157 57745
29706 43662 82108
43620 2202 5731
46726 40754 70116
39075 30163 72147
24384 21863 77136
41542 49401 19333
3878 6000 72098
42784 10689 98933
43977 44589 51548
20886 3337 95930
38026 8323 9672
3383 25946 54923
41016 2838 79341
25859 3706 10622
25292 40552 82983
41470 43940 66839
26416 18961 42005
39191 42266 49354
18392 13882 94745
47012 24609 41052
19787 13651 60545
34870 33861 17554
14376 1103 28098
10833 45344 72959
32767 34090 98930
9680 34779 55396
47003 43997 58688
10664 35656 64643
35382 49582 73419
18701 6176 93074
33074 15795 54303
8365 9096 68498
6207 24687 9883
24509 44220 31205
21786 34023 14240
12812 38283 90225
43484 33875 51844
4995 9633 93254
29743 27725 55638
45029 4882 94427
5368 26458 12911
38160 856 54186
8617 33495 40333
2919 20499 70525
43103 6521 74240
33841 17938 45828
31501 48474 57241
30029 34371 49632
46836 35439 38076
19769 21593 6320
19616 41543 33422
34479 44601 66385
46710 23934 45751
48624 36191 93744
10020 3392 30247
10984 48288 35372
30972 42887 84219
33788 14890 31588
43536 20890 16544
47926 42122 17770
24562 25971 61467
26606 12612 90792
42041 16162 65294
38307 34572 2835
5164 368 32419
15848 13053 76199
30222 36017 14462
31630 41126 99300
31555 1407 36927
48682 39784 38611
43069 30787 52708
30666 39270 50856
49685 33261 51238
17711 38750 96614
9100 35011 60243
40160 31696 83052
13143 46241 57897
12331 39132 83654
44258 32599 13746
49517 43933 30257
22793 35282 64490
38377 45674 80186
1643 6911 82025
27896 28889 20280
38459 15423 17785
14882 13467 27088
11572 42233 81117
16770 13614 55310
5472 36974 31661
44440 8020 71371
12390 29089 13270
10847 35316 80839
18530 4575 1624
4064 4147 57500
2953 30486 84252
35964 25286 49816
31922 18188 62282
26519 24993 56085
12895 2209 46210
2003 26971 42101
32123 25965 89055
25597 19414 42433
20975 13146 49897
30099 23961 66864
22219 48015 65937
39396 2443 70468
47887 19955 55260
5198 45283 48809
35754 40289 54032
3821 22547 21050
14105 14293 2685
12479 5383 2245
11618 25740 40133
33005 17932 12298
4700 29412 31517
48421 19201 40177
25771 47846 72082
11390 9907 79121
45614 25019 10107
48415 8145 48527
18796 48209 18382
18483 40082 93768
1178 4803 12842
27005 30311 16086
31173 42455 82561
6842 7247 13212
8721 2469 66412
17906 27215 25179
10400 25086 52654
47091 48928 92379
6790 22068 52671
15808 40429 16612
40238 38734 10244
36650 32530 26537
387 25648 25784
10129 33727 2378
8808 19045 44745
24721 26775 56990
3395 9500 19623
24647 37048 96738
9425 46196 96868
27546 24632 89834
13472 21017 70019
1730 33959 8169
20393 4785 43535
39514 16345 92674
87 14950 10417
49850 43314 98231
49268 46317 15874
33855 8797 74358
374 15391 39270
48642 20617 60909
37513 29410 13897
34175 45279 16352
48391 4826 71478
13448 863 15155
10708 22570 37788
26148 10367 50359
39953 48076 5364
10438 8894 60518
3324 29535 51484
44790 42997 86770
12409 32899 73153
48313 1371 64364
24022 31916 78847
17563 11758 17335
48801 10090 14057
17076 49499 66860
27670 32068 50581
2875 48605 30627
46722 45201 61074
24186 27110 13095
1227 657 27079
49792 32782 71540
47375 4373 43115
11094 43226 66838
25224 35984 31864
22966 6355 90515
44223 34744 3725
49799 23024 42944
494 22316 34686
45200 17658 24660
13122 34405 76992
24472 6183 71383
36968 38251 67875
26029 39208 55262
7945 2171 4251
2583 18979 11788
9812 12856 19102
47518 9285 8508
20553 30080 73052
3798 29445 30837
176 15987 48400
36465 2126 77697
34183 1662 86249
9658 36865 18959
42139 40676 62835
1798 20393 65343
24708 2737 47913
25717 21896 60780
9371 17154 12806
36127 5572 14456
32465 6133 41302
34003 17259 50358
28644 33017 28144
5941 24877 6863
5428 13898 36571
30123 41759 69061
29021 39586 55131
6188 19299 55847
15349 45442 97189
48266 15190 93708
41840 38709 35730
3428 37909 37380
1670 16427 10287
25270 27850 22273
45915 29924 60502
44954 10078 88623
35359 40257 12237
21700 30563 43908
15599 49127 4378
23411 23236 36195
34285 6349 87643
16853 35278 78055
48713 24688 80506
35626 20679 95179
12754 38343 57655
25051 49087 88732
2234 14002 5868
25279 24180 34085
32798 829 94820
48566 11762 30634
33149 49388 97529
19724 7786 83645
24670 20868 39284
3586 26953 98836
32517 3308 35292
13739 6377 78115
20133 28535 15849
19431 9583 97588
38963 28340 72714
30749 4985 61040
6036 45393 80934
14624 11295 54318
22046 31416 13338
26532 34981 63609
13262 31895 47373
19682 38653 84695
5846 8994 91521
48859 27886 69241
44173 22690 75714
34829 31936 91438
34742 3944 78130
45192 25419 3234
2238 23411 98115
9176 29779 21540
39629 22131 26193
47099 29239 39756
12864 24289 16419
21347 6619 58583
28934 34511 80337
7947 48551 69123
49279 39944 80911
4344 27279 83137
18961 40193 16481
15520 15243 20898
44845 32778 26835
14247 22199 46511
26673 23641 24570
42139 7551 66254
7956 43146 43671
46581 7152 39584
33658 33924 26155
35210 18169 72633
36910 27158 99726
8412 35582 25154
22173 10888 1023
39238 9901 75765
5194 37622 67455
6645 39486 56586
28577 10794 95539
6268 17452 81507
18240 11873 3686
17973 41085 74398
2821 39966 81476
35197 11204 90353
48890 9426 95909
26678 21708 71113
41632 9722 79864
37150 42104 90254
25459 22982 62880
30564 43736 60968
30080 39992 72866
22256 3366 44361
18568 12113 23335
39442 5421 32913
48691 8869 4919
4295 23268 73458
31760 49460 90278
40341 12243 61535
33452 26291 65029
8893 15845 76343
25696 26007 29313
8145 38784 87715
12117 911 55721
4954 4423 44793
